ids,labels
394,74
395,27
396,19
397,49
398,52
399,95
400,40
401,93
402,34
403,98
404,6
405,57
406,72
407,16
408,98
409,48
410,40
411,47
412,71
413,3
414,46
415,19
416,65
417,8
418,53
419,96
420,4
421,58
422,55
423,96
424,68
425,42
426,77
427,22
428,27
429,46
430,24
431,98
432,77
433,51
434,35
435,19
436,31
437,67
438,36
439,10
440,16
441,5
442,81
443,85
444,14
445,85
446,65
447,22
448,55
449,10
450,22
451,22
452,10
453,18
454,98
455,9
456,93
457,51
458,7
459,5
460,58
461,87
462,76
463,2
464,14
465,38
466,33
467,17
468,6
469,0
470,79
471,97
472,79
473,14
474,3
475,79
476,41
477,42
478,4
479,25
480,37
481,75
482,50
483,7
484,0
485,67
486,79
487,87
488,73
489,72
490,38
491,94
492,49
493,72
494,74
495,30
496,1
497,77
498,89
499,71
500,2
501,10
502,90
503,98
504,2
505,41
506,65
507,58
508,47
509,93
510,68
511,11
512,2
513,72
514,54
515,53
516,73
517,36
518,92
519,54
520,64
521,32
522,45
523,98
524,62
525,46
526,95
527,65
528,17
529,44
530,51
531,63
532,8
533,33
534,35
535,7
536,76
537,19
538,99
539,3
540,19
541,54
542,2
543,27
544,73
545,93
546,81
547,54
548,71
549,7
550,96
551,35
552,73
553,19
554,78
555,42
556,62
557,56
558,4
559,47
560,27
561,50
562,20
563,45
564,3
565,49
566,10
567,26
568,45
569,34
570,53
571,68
572,10
573,2
574,26
575,76
576,26
577,38
578,58
579,96
580,44
581,87
582,82
583,22
584,83
585,41
586,92
587,90
588,10
589,35
590,27
591,81
592,91
593,56
594,9
595,7
596,6
597,30
598,1
599,39
600,98
601,55
602,83
603,96
604,43
605,25
606,66
607,4
608,64
609,77
610,98
611,82
612,81
613,20
614,0
615,48
616,11
617,77
618,22
619,58
620,17
621,39
622,76
623,0
624,17
625,64
626,48
627,44
628,93
629,82
630,75
631,84
632,97
633,3
634,62
635,60
636,61
637,32
638,26
639,84
640,19
641,12
642,85
643,76
644,8
645,82
646,72
647,94
648,63
649,22
650,15
651,66
652,89
653,97
654,19
655,0
656,19
657,5
658,55
659,36
660,45
661,1
662,94
663,63
664,87
665,82
666,17
667,64
668,10
669,38
670,38
671,73
672,83
673,77
674,14
675,28
676,77
677,91
678,74
679,68
680,14
681,14
682,1
683,92
684,97
685,45
686,7
687,21
688,37
689,67
690,55
691,88
692,86
693,92
694,44
695,10
696,31
697,25
698,67
699,75
700,42
701,42
702,74
703,10
704,65
705,26
706,31
707,85
708,78
709,59
710,74
711,81
712,97
713,1
714,82
715,0
716,21
717,15
718,59
719,57
720,64
721,76
722,60
723,25
724,11
725,1
726,61
727,75
728,62
729,29
730,61
731,6
732,90
733,13
734,94
735,88
736,95
737,4
738,83
739,32
740,93
741,77
742,38
743,63
744,61
745,41
746,88
747,83
748,35
749,82
750,50
751,15
752,48
753,98
754,4
755,71
756,8
757,98
758,32
759,7
760,85
761,94
762,96
763,60
764,80
765,80
766,13
767,90
768,54
769,15
770,76
771,39
772,95
773,24
774,79
775,64
776,70
777,42
778,81
779,0
780,12
781,64
782,35
783,79
784,86
785,60
786,22
787,80
788,82
789,14
790,48
791,33
792,55
793,53
794,87
795,1
796,58
797,94
798,92
799,29
800,10
801,23
802,46
803,58
804,99
805,78
806,10
807,53
808,90
809,97
810,65
811,15
812,26
813,52
814,63
815,67
816,6
817,36
818,45
819,7
820,37
821,64
822,13
823,22
824,73
825,54
826,83
827,10
828,57
829,25
830,11
831,82
832,27
833,3
834,26
835,16
836,33
837,71
838,90
839,39
840,84
841,47
842,35
843,19
844,52
845,74
846,32
847,21
848,53
849,21
850,98
851,6
852,88
853,71
854,80
855,67
856,55
857,73
858,24
859,26
860,44
861,33
862,16
863,33
864,9
865,40
866,98
867,68
868,24
869,47
870,40
871,33
872,3
873,53
874,10
875,34
876,41
877,77
878,54
879,25
880,20
881,29
882,76
883,36
884,54
885,26
886,91
887,2
888,96
889,69
890,36
891,18
892,90
893,66
894,47
895,37
896,99
897,64
898,90
899,55
900,38
901,39
902,19
903,16
904,96
905,99
906,12
907,28
908,69
909,42
910,72
911,39
912,8
913,56
914,52
915,64
916,21
917,77
918,45
919,21
920,29
921,89
922,37
923,48
924,52
925,56
926,65
927,96
928,14
929,52
930,2
931,60
932,9
933,68
934,10
935,23
936,80
937,31
938,54
939,97
940,71
941,54
942,62
943,56
944,23
945,42
946,81
947,64
948,40
949,47
950,52
951,73
952,42
953,51
954,10
955,35
956,71
957,13
958,55
959,34
960,50
961,96
962,40
963,51
964,6
965,3
966,76
967,52
968,62
969,34
970,60
971,74
972,28
973,24
974,36
975,69
976,89
977,90
978,70
979,13
980,77
981,43
982,43
983,99
984,81
985,55
986,66
987,35
988,84
989,21
990,49
991,33
992,15
993,37
994,11
995,89
996,36
997,9
998,53
999,91
1000,80
1001,23
1002,94
1003,40
1004,55
1005,58
1006,86
1007,91
1008,95
1009,92
1010,25
1011,68
1012,11
1013,29
1014,0
1015,9
1016,37
1017,97
1018,50
1019,90
1020,93
1021,52
1022,4
1023,89
1024,71
1025,12
1026,97
1027,0
1028,3
1029,41
1030,21
1031,16
1032,51
1033,66
1034,13
1035,77
1036,81
1037,73
1038,74
1039,30
1040,40
1041,61
1042,22
1043,8
1044,6
1045,9
1046,79
1047,11
1048,78
1049,26
1050,16
1051,17
1052,39
1053,93
1054,25
1055,3
1056,81
1057,26
1058,33
1059,45
1060,15
1061,42
1062,57
1063,60
1064,49
1065,65
1066,23
1067,4
1068,27
1069,19
1070,41
1071,55
1072,14
1073,20
1074,49
1075,28
1076,20
1077,37
1078,7
1079,45
1080,7
1081,89
1082,1
1083,90
1084,42
1085,65
1086,23
1087,93
1088,59
1089,59
1090,29
1091,54
1092,51
1093,93
1094,48
1095,70
1096,48
1097,82
1098,84
1099,68
1100,55
1101,38
1102,80
1103,63
1104,76
1105,4
1106,54
1107,60
1108,33
1109,49
1110,1
1111,92
1112,77
1113,69
1114,24
1115,62
1116,86
1117,26
1118,78
1119,5
1120,21
1121,84
1122,82
1123,88
1124,38
1125,93
1126,97
1127,10
1128,81
1129,69
1130,9
1131,91
1132,52
1133,34
1134,60
1135,41
1136,0
1137,28
1138,51
1139,91
1140,65
1141,18
1142,5
1143,13
1144,52
1145,58
1146,65
1147,32
1148,37
1149,63
1150,22
1151,19
1152,2
1153,49
1154,64
1155,58
1156,77
1157,62
1158,47
1159,53
1160,41
1161,96
1162,45
1163,25
1164,67
1165,42
1166,95
1167,24
1168,46
1169,98
1170,31
1171,0
1172,22
1173,2
1174,52
1175,74
1176,21
1177,18
1178,60
1179,88
1180,95
1181,34
1182,14
1183,63
1184,15
1185,30
1186,63
1187,85
1188,12
1189,19
1190,66
1191,99
1192,21
1193,83
1194,12
1195,93
1196,51
1197,21
1198,52
1199,21
1200,43
1201,77
1202,55
1203,50
1204,57
1205,76
1206,5
1207,29
1208,41
1209,14
1210,41
1211,77
1212,58
1213,60
1214,26
1215,88
1216,19
1217,19
1218,48
1219,5
1220,37
1221,9
1222,63
1223,60
1224,42
1225,92
1226,31
1227,34
1228,36
1229,30
1230,50
1231,82
1232,88
1233,7
1234,38
1235,57
1236,54
1237,23
1238,46
1239,14
1240,79
1241,90
1242,76
1243,10
1244,24
1245,6
1246,84
1247,76
1248,88
1249,28
1250,35
1251,59
1252,93
1253,64
1254,45
1255,54
1256,55
1257,79
1258,70
1259,46
1260,89
1261,25
1262,64
1263,29
1264,39
1265,53
1266,50
1267,50
1268,56
1269,84
1270,46
1271,13
1272,13
1273,34
1274,5
1275,56
1276,68
1277,62
1278,92
1279,93
1280,15
1281,18
1282,37
1283,50
1284,81
1285,67
1286,41
1287,32
1288,44
1289,41
1290,79
1291,90
1292,59
1293,59
1294,2
1295,22
1296,17
1297,64
1298,90
1299,67
1300,3
1301,80
1302,31
1303,45
1304,0
1305,90
1306,33
1307,49
1308,0
1309,79
1310,53
1311,72
1312,4
1313,18
1314,5
1315,11
1316,6
1317,92
1318,9
1319,57
1320,34
1321,48
1322,71
1323,37
1324,42
1325,79
1326,91
1327,58
1328,3
1329,17
1330,1
1331,5
1332,65
1333,5
1334,3
1335,47
1336,64
1337,63
1338,10
1339,28
1340,99
1341,20
1342,88
1343,50
1344,53
1345,97
1346,59
1347,44
1348,35
1349,27
1350,6
1351,98
1352,27
1353,55
1354,23
1355,68
1356,84
1357,52
1358,17
1359,65
1360,47
1361,12
1362,94
1363,81
1364,76
1365,91
1366,3
1367,11
1368,18
1369,47
1370,92
1371,98
1372,19
1373,0
1374,43
1375,50
1376,43
1377,44
1378,73
1379,4
1380,53
1381,85
1382,8
1383,25
1384,98
1385,19
1386,44
1387,33
1388,65
1389,5
1390,84
1391,41
1392,5
1393,23
1394,68
1395,52
1396,12
1397,43
1398,48
1399,35
1400,99
1401,92
1402,25
1403,34
1404,48
1405,80
1406,25
1407,34
1408,8
1409,88
1410,78
1411,50
1412,76
1413,74
1414,95
1415,94
1416,70
1417,52
1418,5
1419,9
1420,99
1421,68
1422,10
1423,15
1424,47
1425,34
1426,57
1427,13
1428,22
1429,67
1430,48
1431,50
1432,34
1433,43
1434,20
1435,87
1436,91
1437,80
1438,9
1439,33
1440,19
1441,57
1442,14
1443,27
1444,46
1445,13
1446,44
1447,24
1448,10
1449,25
1450,3
1451,56
1452,29
1453,29
1454,51
1455,18
1456,62
1457,53
1458,17
1459,28
1460,28
1461,11
1462,65
1463,48
1464,13
1465,12
1466,95
1467,66
1468,98
1469,8
1470,94
1471,25
1472,70
1473,54
1474,56
1475,86
1476,55
1477,49
1478,13
1479,11
1480,7
1481,91
1482,72
1483,45
1484,51
1485,53
1486,28
1487,9
1488,87
1489,48
1490,73
1491,58
1492,78
1493,4
1494,92
1495,39
1496,67
1497,96
1498,63
1499,26
1500,13
1501,59
1502,64
1503,37
1504,92
1505,14
1506,26
1507,37
1508,94
1509,29
1510,15
1511,26
1512,24
1513,32
1514,9
1515,43
1516,12
1517,14
1518,83
1519,36
1520,30
1521,46
1522,69
1523,66
1524,21
1525,20
1526,54
1527,55
1528,86
1529,84
1530,55
1531,19
1532,6
1533,54
1534,69
1535,47
1536,62
1537,57
1538,85
1539,95
1540,16
1541,2
1542,14
1543,89
1544,59
1545,81
1546,39
1547,79
1548,25
1549,7
1550,83
1551,49
1552,17
1553,49
1554,95
1555,74
1556,63
1557,28
1558,56
1559,21
1560,62
1561,11
1562,9
1563,17
1564,31
1565,52
1566,96
1567,36
1568,58
1569,79
1570,42
1571,44
1572,15
1573,15
1574,7
1575,56
1576,3
1577,30
1578,57
1579,5
1580,68
1581,84
1582,52
1583,79
1584,80
1585,3
1586,22
1587,29
1588,15
1589,83
1590,19
1591,64
1592,10
1593,33
1594,5
1595,76
1596,96
1597,87
1598,70
1599,39
1600,60
1601,72
1602,74
1603,34
1604,68
1605,79
1606,23
1607,42
1608,47
1609,2
1610,25
1611,80
1612,24
1613,17
1614,12
1615,64
1616,84
1617,17
1618,32
1619,21
1620,42
1621,21
1622,98
1623,79
1624,21
1625,61
1626,38
1627,41
1628,9
1629,40
1630,54
1631,54
1632,65
1633,84
1634,3
1635,37
1636,96
1637,92
1638,71
1639,17
1640,47
1641,94
1642,39
1643,66
1644,79
1645,34
1646,26
1647,33
1648,92
1649,48
1650,53
1651,80
1652,20
1653,47
1654,66
1655,58
1656,48
1657,25
1658,10
1659,56
1660,68
1661,27
1662,13
1663,14
1664,87
1665,46
1666,76
1667,67
1668,27
1669,2
1670,99
1671,48
1672,74
1673,98
1674,20
1675,8
1676,77
1677,57
1678,3
1679,7
1680,10
1681,47
1682,98
1683,52
1684,90
1685,69
1686,78
1687,15
1688,78
1689,29
1690,61
1691,5
1692,27
1693,86
1694,85
1695,33
1696,61
1697,44
1698,80
1699,24
1700,16
1701,16
1702,62
1703,38
1704,79
1705,44
1706,53
1707,7
1708,38
1709,17
1710,6
1711,24
1712,53
1713,82
1714,10
1715,21
1716,30
1717,50
1718,47
1719,57
1720,16
1721,81
1722,95
1723,72
1724,47
1725,88
1726,62
1727,2
1728,18
1729,61
1730,2
1731,42
1732,21
1733,13
1734,25
1735,99
1736,37
1737,79
1738,0
1739,44
1740,25
1741,85
1742,54
1743,83
1744,30
1745,69
1746,3
1747,35
1748,49
1749,96
1750,73
1751,99
1752,64
1753,89
1754,31
1755,54
1756,58
1757,44
1758,11
1759,1
1760,51
1761,28
1762,62
1763,52
1764,26
1765,40
1766,40
1767,14
1768,67
1769,95
1770,12
1771,42
1772,27
1773,29
1774,59
1775,8
1776,17
1777,56
1778,11
1779,14
1780,1
1781,62
1782,96
1783,34
1784,86
1785,52
1786,86
1787,93
1788,29
1789,20
1790,44
1791,57
1792,9
1793,91
1794,43
1795,65
1796,42
1797,90
1798,47
1799,34
1800,11
1801,26
1802,68
1803,47
1804,6
1805,79
1806,22
1807,22
1808,86
1809,10
1810,1
1811,24
1812,48
1813,5
1814,81
1815,67
1816,99
1817,15
1818,82
1819,76
1820,64
1821,62
1822,65
1823,77
1824,70
1825,12
1826,91
1827,53
1828,95
1829,48
1830,52
1831,95
1832,49
1833,11
1834,3
1835,17
1836,80
1837,94
1838,55
1839,87
1840,49
1841,74
1842,57
1843,42
1844,95
1845,28
1846,16
1847,26
1848,46
1849,31
1850,25
1851,2
1852,95
1853,21
1854,62
1855,59
1856,56
1857,28
1858,17
1859,53
1860,60
1861,24
1862,94
1863,53
1864,87
1865,57
1866,40
1867,7
1868,38
1869,33
1870,53
1871,87
1872,43
1873,17
1874,69
1875,22
1876,17
1877,6
1878,53
1879,68
1880,44
1881,89
1882,43
1883,80
1884,45
1885,95
1886,37
1887,80
1888,28
1889,25
1890,23
1891,52
1892,24
1893,21
1894,30
1895,99
1896,98
1897,21
1898,59
1899,7
1900,81
1901,88
1902,93
1903,61
1904,17
1905,93
1906,33
1907,81
1908,78
1909,94
1910,40
1911,60
1912,4
1913,58
1914,55
1915,88
1916,45
1917,6
1918,36
1919,26
1920,74
1921,88
1922,56
1923,3
1924,65
1925,0
1926,43
1927,22
1928,47
1929,3
1930,73
1931,69
1932,9
1933,78
1934,4
1935,69
1936,11
1937,97
1938,29
1939,18
1940,64
1941,98
1942,65
1943,36
1944,87
1945,84
1946,18
1947,20
1948,36
1949,63
1950,76
1951,31
1952,63
1953,6
1954,30
1955,99
1956,55
1957,21
1958,65
1959,83
1960,67
1961,31
1962,49
1963,39
1964,42
1965,66
1966,53
1967,54
1968,41
1969,36
1970,10
1971,88
1972,30
1973,19
1974,95
1975,41
1976,89
1977,19
1978,46
1979,78
1980,37
1981,31
1982,22
1983,11
1984,78
1985,58
1986,73
1987,77
1988,95
1989,46
1990,38
1991,98
1992,28
1993,45
1994,42
1995,7
1996,88
1997,10
1998,12
1999,8
2000,92
2001,41
2002,33
2003,65
2004,17
2005,18
2006,99
2007,11
2008,67
2009,63
2010,63
2011,9
2012,58
2013,96
2014,77
2015,1
2016,36
2017,53
2018,92
2019,13
2020,2
2021,21
2022,11
2023,39
2024,49
2025,81
2026,11
2027,3
2028,77
2029,89
2030,30
2031,85
2032,52
2033,48
2034,98
2035,38
2036,72
2037,39
2038,82
2039,43
2040,12
2041,21
2042,18
2043,22
2044,5
2045,27
2046,63
2047,99
2048,4
2049,40
2050,4
2051,43
2052,23
2053,49
2054,30
2055,39
2056,79
2057,16
2058,53
2059,72
2060,12
2061,57
2062,5
2063,17
2064,97
2065,37
2066,48
2067,79
2068,5
2069,10
2070,16
2071,41
2072,48
2073,54
2074,87
2075,55
2076,10
2077,0
2078,19
2079,6
2080,29
2081,20
2082,48
2083,36
2084,76
2085,95
2086,20
2087,59
2088,57
2089,51
2090,74
2091,71
2092,31
2093,14
2094,91
2095,92
2096,87
2097,74
2098,16
2099,40
2100,58
2101,89
2102,97
2103,57
2104,72
2105,85
2106,86
2107,31
2108,20
2109,2
2110,18
2111,49
2112,79
2113,91
2114,56
2115,92
2116,19
2117,67
2118,28
2119,46
2120,41
2121,81
2122,90
2123,89
2124,86
2125,86
2126,41
2127,65
2128,27
2129,87
2130,21
2131,34
2132,36
2133,90
2134,94
2135,71
2136,31
2137,62
2138,95
2139,33
2140,38
2141,95
2142,41
2143,24
2144,89
2145,15
2146,81
2147,48
2148,48
2149,30
2150,59
2151,79
2152,20
2153,68
2154,16
2155,78
2156,45
2157,15
2158,38
2159,52
2160,43
2161,20
2162,98
2163,24
2164,71
2165,49
2166,61
2167,35
2168,84
2169,22
2170,35
2171,89
2172,78
2173,27
2174,26
2175,53
2176,10
2177,41
2178,12
2179,2
2180,4
2181,86
2182,19
2183,56
2184,63
2185,56
2186,32
2187,35
2188,3
2189,22
2190,6
2191,59
2192,14
2193,87
2194,35
2195,87
2196,49
2197,91
2198,25
2199,16
2200,84
2201,7
2202,99
2203,13
2204,84
2205,66
2206,80
2207,39
2208,73
2209,99
2210,14
2211,42
2212,86
2213,10
2214,90
2215,42
2216,24
2217,84
2218,69
2219,97
2220,88
2221,4
2222,26
2223,22
2224,97
2225,67
2226,67
2227,85
2228,25
2229,6
2230,43
2231,29
2232,51
2233,59
2234,62
2235,60
2236,68
2237,19
2238,83
2239,57
2240,41
2241,90
2242,48
2243,82
2244,67
2245,10
2246,28
2247,71
2248,79
2249,43
2250,49
2251,5
2252,17
2253,7
2254,84
2255,57
2256,91
2257,57
2258,68
2259,26
2260,59
2261,50
2262,87
2263,99
2264,3
2265,66
2266,65
2267,15
2268,75
2269,20
2270,47
2271,0
2272,14
2273,14
2274,62
2275,72
2276,63
2277,69
2278,3
2279,67
2280,73
2281,38
2282,55
2283,47
2284,58
2285,37
2286,60
2287,21
2288,33
2289,12
2290,16
2291,19
2292,40
2293,70
2294,61
2295,10
2296,57
2297,81
2298,27
2299,12
2300,28
2301,38
2302,10
2303,47
2304,76
2305,11
2306,72
2307,23
2308,44
2309,14
2310,31
2311,30
2312,80
2313,54
2314,9
2315,15
2316,2
2317,26
2318,5
2319,91
2320,12
2321,58
2322,73
2323,76
2324,95
2325,67
2326,95
2327,26
2328,70
2329,79
2330,25
2331,29
2332,51
2333,79
2334,45
2335,60
2336,34
2337,97
2338,1
2339,73
2340,97
2341,38
2342,19
2343,92
2344,38
2345,65
2346,95
2347,44
2348,5
2349,65
2350,76
2351,65
2352,86
2353,30
2354,69
2355,59
2356,34
2357,77
2358,98
2359,66
2360,31
2361,91
2362,87
2363,87
2364,18
2365,50
2366,38
2367,81
2368,25
2369,90
2370,72
2371,70
2372,37
2373,76
2374,31
2375,0
2376,81
2377,91
2378,5
2379,37
2380,41
2381,50
2382,20
2383,47
2384,66
2385,25
2386,98
2387,78
2388,35
2389,20
2390,67
2391,35
2392,5
2393,55
2394,61
2395,43
2396,58
2397,36
2398,99
2399,60
2400,70
2401,38
2402,96
2403,95
2404,56
2405,78
2406,83
2407,60
2408,52
2409,32
2410,54
2411,33
2412,22
2413,21
2414,53
2415,15
2416,50
2417,3
2418,12
2419,86
2420,55
2421,58
2422,5
2423,30
2424,44
2425,25
2426,61
2427,11
2428,86
2429,33
2430,53
2431,33
2432,94
2433,32
2434,99
2435,34
2436,1
2437,17
2438,4
2439,69
2440,66
2441,37
2442,67
2443,40
2444,67
2445,24
2446,82
2447,23
2448,30
2449,66
2450,30
2451,11
2452,11
2453,94
2454,88
2455,19
2456,34
2457,46
2458,95
2459,54
2460,41
2461,6
2462,19
2463,22
2464,3
2465,32
2466,15
2467,53
2468,72
2469,33
2470,20
2471,63
2472,12
2473,64
2474,72
2475,16
2476,75
2477,77
2478,33
2479,66
2480,55
2481,72
2482,73
2483,39
2484,13
2485,96
2486,65
2487,8
2488,0
2489,19
2490,55
2491,69
2492,85
2493,68
2494,86
2495,37
2496,90
2497,46
2498,87
2499,8
2500,23
2501,76
2502,74
2503,89
2504,60
2505,69
2506,52
2507,32
2508,29
2509,44
2510,9
2511,16
2512,0
2513,80
2514,17
2515,54
2516,62
2517,6
2518,34
2519,38
2520,8
2521,46
2522,67
2523,53
2524,23
2525,78
2526,61
2527,26
2528,64
2529,25
2530,70
2531,96
2532,67
2533,22
2534,26
2535,65
2536,96
2537,79
2538,23
2539,76
2540,45
2541,39
2542,5
2543,64
2544,34
2545,82
2546,66
2547,83
2548,4
2549,71
2550,9
2551,60
2552,2
2553,43
2554,29
2555,72
2556,58
2557,28
2558,5
2559,83
2560,62
2561,26
2562,39
2563,86
2564,93
2565,16
2566,85
2567,27
2568,76
2569,90
2570,42
2571,18
2572,14
2573,74
2574,67
2575,23
2576,20
2577,8
2578,16
2579,51
2580,88
2581,5
2582,25
2583,97
2584,59
2585,77
2586,22
2587,31
2588,60
2589,28
2590,44
2591,13
2592,73
2593,98
2594,52
2595,91
2596,99
2597,49
2598,31
2599,50
2600,87
2601,44
2602,85
2603,58
2604,57
2605,45
2606,94
2607,84
2608,11
2609,81
2610,2
2611,73
2612,96
2613,69
2614,24
2615,27
2616,75
2617,31
2618,97
2619,3
2620,78
2621,71
2622,29
2623,63
2624,37
2625,75
2626,67
2627,39
2628,52
2629,59
2630,12
2631,96
2632,45
2633,36
2634,64
2635,29
2636,13
2637,37
2638,21
2639,85
2640,97
2641,70
2642,78
2643,54
2644,93
2645,70
2646,74
2647,42
2648,0
2649,41
2650,39
2651,87
2652,26
2653,18
2654,59
2655,95
2656,61
2657,21
2658,63
2659,21
2660,69
2661,20
2662,85
2663,78
2664,19
2665,13
2666,92
2667,98
2668,84
2669,75
2670,98
2671,26
2672,59
2673,55
2674,61
2675,89
2676,57
2677,50
2678,42
2679,26
2680,73
2681,42
2682,65
2683,49
2684,20
2685,92
2686,16
2687,45
2688,91
2689,88
2690,85
2691,28
2692,27
2693,83
2694,54
2695,55
2696,71
2697,77
2698,13
2699,56
2700,76
2701,37
2702,3
2703,72
2704,63
2705,46
2706,75
2707,90
2708,26
2709,82
2710,49
2711,50
2712,15
2713,5
2714,78
2715,94
2716,86
2717,25
2718,35
2719,90
2720,4
2721,8
2722,59
2723,44
2724,90
2725,95
2726,18
2727,7
2728,10
2729,39
2730,40
2731,69
2732,72
2733,80
2734,47
2735,60
2736,66
2737,36
2738,75
2739,36
2740,82
2741,88
2742,64
2743,36
2744,81
2745,15
2746,36
2747,42
2748,52
2749,68
2750,44
2751,6
2752,53
2753,56
2754,67
2755,35
2756,34
2757,83
2758,21
2759,3
2760,42
2761,55
2762,87
2763,26
2764,4
2765,25
2766,6
2767,89
2768,38
2769,50
2770,59
2771,5
2772,95
2773,32
2774,15
2775,24
2776,93
2777,2
2778,88
2779,49
2780,11
2781,38
2782,62
2783,7
2784,6
2785,61
2786,74
2787,5
2788,41
2789,84
2790,10
2791,43
2792,23
2793,21
2794,73
2795,68
2796,88
2797,10
2798,1
2799,4
2800,96
2801,59
2802,20
2803,26
2804,2
2805,88
2806,83
2807,72
2808,27
2809,4
2810,60
2811,82
2812,22
2813,68
2814,92
2815,45
2816,84
2817,87
2818,32
2819,91
2820,80
2821,36
2822,9
2823,63
2824,83
2825,50
2826,38
2827,42
2828,34
2829,69
2830,1
2831,82
2832,12
2833,97
2834,15
2835,66
2836,22
2837,67
2838,18
2839,79
2840,98
2841,74
2842,97
2843,40
2844,78
2845,82
2846,35
2847,44
2848,5
2849,50
2850,17
2851,60
2852,44
2853,27
2854,53
2855,37
2856,82
2857,44
2858,19
2859,24
2860,27
2861,6
2862,38
2863,46
2864,21
2865,0
2866,36
2867,84
2868,11
2869,87
2870,2
2871,89
2872,44
2873,31
2874,46
2875,68
2876,47
2877,52
2878,11
2879,95
2880,70
2881,23
2882,58
2883,38
2884,80
2885,8
2886,96
2887,27
2888,3
2889,68
2890,53
2891,80
2892,68
2893,96
2894,77
2895,34
2896,70
2897,21
2898,90
2899,11
2900,21
2901,38
2902,45
2903,53
2904,29
2905,93
2906,14
2907,91
2908,71
2909,88
2910,35
2911,89
2912,93
2913,71
2914,64
2915,94
2916,61
2917,20
2918,83
2919,31
2920,4
2921,99
2922,5
2923,2
2924,5
2925,35
2926,24
2927,67
2928,5
2929,31
2930,66
2931,52
2932,30
2933,97
2934,64
2935,11
2936,22
2937,51
2938,84
2939,18
2940,78
2941,51
2942,6
2943,24
2944,5
2945,22
2946,15
2947,67
2948,15
2949,2
2950,23
2951,41
2952,11
2953,70
2954,76
2955,15
2956,89
2957,87
2958,73
2959,50
2960,0
2961,75
2962,63
2963,9
2964,36
2965,20
2966,6
2967,74
2968,24
2969,73
2970,67
2971,35
2972,82
2973,87
2974,31
2975,14
2976,91
2977,47
2978,65
2979,77
2980,51
2981,61
2982,73
2983,11
2984,66
2985,29
2986,97
2987,16
2988,0
2989,82
2990,3
2991,23
2992,89
2993,9
2994,16
2995,68
2996,35
